ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,4,"135,478","17,013","225,819","17,013",0,0,"1,375","4,158",918,0,443,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,5,"191,143","8,116","275,359","8,116",0,0,"1,562","3,984",709,0,332,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,6,"193,935","8,777","261,304","8,777",0,0,"2,380","4,154",272,0,865,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,7,"113,890","4,787","201,051","4,787",0,0,"2,768","4,234",59,0,457,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,8,"103,047","4,273","173,205","4,273",0,0,"3,206","3,379",67,0,346,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,9,"174,351","7,731","236,303","7,731",0,0,"1,508","3,642",74,0,398,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,10,"171,042","5,000","275,850","5,000",0,0,"1,689","3,931",470,0,410,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,11,"53,727","8,986","77,546","8,986",0,0,462,"1,064",172,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,12,"28,666","1,988","34,764","1,988",0,0,92,153,10,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,1,"17,532",0,"64,090",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,2,"19,802",0,"72,344",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,3,"48,596",0,"177,342",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,4,"38,773",0,"141,712",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,5,"35,216",0,"131,436",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,6,"42,895",0,"169,740",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,7,"44,816",0,"177,216",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,8,"25,083",0,"97,745",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,9,"26,461",0,"106,092",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,10,"37,016",0,"148,220",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,11,"28,331",0,"105,266",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,12,"29,600",0,"107,956",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2023,"394,121",0,"1,499,159",0,0,0,0,0,0,0,0
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,1,"12,950","1,330","144,833","1,330",0,0,0,0,314,688,896,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,2,"19,726",672,"206,641",672,0,0,0,0,935,404,504,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,3,"25,063",997,"243,740",997,0,0,0,0,660,643,"1,588",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,4,"27,243","1,062","330,587","1,062",0,0,0,0,"1,885",597,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,5,"30,918","1,048","458,725","1,048",0,0,0,0,"3,040",642,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,6,"36,635",931,"556,661",931,0,0,0,0,"3,568",675,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,7,"38,390",947,"506,429",947,0,0,0,0,"3,753",760,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,8,"31,076",977,"438,273",977,0,0,0,0,"2,921",794,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,9,"31,607","1,295","457,471","1,295",0,0,0,0,"2,829",979,"8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,10,"28,935",987,"431,434",987,0,0,0,0,"2,036",832,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,11,"27,115","1,136","327,505","1,136",0,0,0,0,"1,499",903,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,12,"19,088",815,"152,118",815,0,0,0,0,441,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2023,"328,746","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077"
Congaree NP,CONG,National Park,Southeast ,SC,2023,1,"15,374",0,"55,063",0,0,0,191,0,16,0,240,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,2,"15,073",0,"62,918",0,0,0,485,0,22,0,378,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,3,"28,505",0,"124,894",0,0,0,"1,073",0,127,0,769,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,4,"21,710",0,"106,449",0,0,0,"1,366",0,43,0,657,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,5,"28,944",0,"91,292",0,0,0,109,0,68,0,46,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,6,"20,379",0,"88,137",0,0,0,862,0,78,0,410,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,7,"18,389",0,"71,228",0,0,0,650,0,36,0,117,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,8,"11,939",0,"44,618",0,0,0,391,0,1,0,48,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,9,"21,252",0,"79,316",0,0,0,560,0,23,0,195,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,10,"26,087",0,"103,140",0,0,0,800,0,81,0,363,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,11,"23,527",0,"103,541",0,0,0,969,0,96,0,583,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Congaree NP,CONG,National Park,Southeast ,SC,2023,12,"18,935",0,"68,886",0,0,0,456,0,23,0,125,Congaree NP,CONG,National Park,Southeast ,SC,2023,"250,114",0,"999,482",0,0,0,"7,912",0,614,0,"3,931"
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,1,"4,384","2,100","15,563","2,100",0,0,0,0,11,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,2,"8,143","2,400","30,121","2,400",0,0,0,0,81,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,3,"14,062","2,800","50,596","2,800",0,0,0,0,69,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,4,"15,850","4,800","58,814","4,800",0,0,0,0,167,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,5,"29,030","4,900","135,858","4,900","2,047",0,0,0,75,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,6,"54,566","6,100","344,678","6,100","9,396",120,0,0,48,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,7,"155,809","6,500","976,287","6,500","7,531","15,117",0,0,406,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,8,"127,179","3,900","850,186","3,900","7,215","14,257",0,0,224,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,9,"78,550","4,800","626,584","4,800","7,270","11,543",0,0,224,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,10,"45,595","3,300","202,671","3,300","2,568",0,0,0,100,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,11,"15,376","3,700","54,615","3,700",0,0,0,0,40,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,12,"11,432","4,300","41,711","4,300",0,0,0,0,85,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2023,"559,976","49,600","3,387,684","24,800","36,027","41,037",0,0,"1,530",0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,1,"89,779",0,"202,381",0,401,0,0,0,0,0,314,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,2,"100,226",0,"237,382",0,330,0,0,0,0,0,326,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,3,"170,006",0,"472,685",0,346,0,0,0,0,0,507,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,4,"226,008",0,"511,664",0,385,0,0,0,0,0,518,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,5,"344,820",0,"1,441,412",0,500,0,0,0,0,0,459,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,6,"361,455",0,"1,036,646",0,593,0,0,0,0,0,280,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,7,"402,344",0,"997,791",0,685,0,0,0,0,0,227,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,8,"368,783",0,"1,012,702",0,557,0,0,0,0,0,162,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,9,"272,823",0,"872,016",0,604,0,0,0,0,0,338,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,10,"269,796",0,"884,677",0,523,0,0,0,0,0,313,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,11,"143,399",0,"470,914",0,325,0,0,0,0,0,307,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,12,"110,620",0,"377,311",0,546,0,0,0,0,0,118,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2023,"2,860,059",0,"8,517,581",0,"5,795",0,0,0,0,0,"3,869"
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,1,"84,177","3,397","712,631","3,397","1,492",393,"7,894","10,342",800,0,61,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,2,"115,023","4,661","982,212","4,661","1,833",308,"13,706","12,003","1,271",0,52,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,3,"145,647","5,885","1,307,439","5,885","2,550",382,"17,270","20,282","1,734",0,135,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,4,"144,868","5,791","1,094,807","5,791","2,623",414,"10,490","10,422","1,026",0,71,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,5,"113,857","4,474","709,514","4,474","1,434",324,"2,521","2,342",192,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,6,"81,845","3,229","490,204","3,229",940,91,"1,143",934,29,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,7,"86,776","3,474","504,441","3,474","1,472",64,387,323,12,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,8,"81,202","3,246","469,852","3,246","1,557",34,229,182,0,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,9,0,0,0,0,0,0,0,0,0,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,10,"41,089","1,642","296,100","1,642",485,141,"2,054","3,101",2,0,9,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,11,"98,719","4,015","779,497","4,015","1,218",258,"8,099","9,642",307,0,54,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,12,"106,429","4,344","835,564","4,344","1,490",246,"8,170","9,869",929,0,70,Death Valley NP,DEVA,National Park,Pacific West ,CA,2023,"1,099,632","44,158","8,182,261","66,236","17,094","2,655","71,963","79,442","6,302",0,452
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,1,"1,683","14,384","16,868","14,384",0,0,0,0,1,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,2,"2,662","14,642","27,896","14,642",0,0,0,0,49,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,3,"5,426","21,568","59,226","21,568",0,0,0,0,225,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,4,"5,714","47,840","131,698","47,840",0,0,0,0,"3,285",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,5,"34,134","137,989","633,354","137,989",0,"1,974",0,0,"11,372",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,6,"116,853","172,393","1,481,763","172,393",0,"5,043",0,0,"10,315",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,7,"138,246","178,960","1,539,020","178,960",0,"5,828",0,0,"2,717",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
